"NCED Cart Position Log for SICK Scan - Text Output File (Comma delineated)"
Text File Version,2.6,

"Flume/Project Name","Delta basin 1"
"RunName","D:\Conoco 2014\final_drained"
"Pass Finished Date/Time"," 09-30-2014"," 19:51:30"
"RunTime Finished"," 0:02:54"
"RunSeconds Finished",174.3944
"ContinuousSec Finished",174.3944
"Script Name","C:\NCED\SequenceScripts\Sick Scan [SICK_AIR] 1mm Xgrid 4mx4m .SCP"
"Script Scan Type","SICK Laser (in air)"
"Scan Number",1
"Z Count Direction","Positive Up"
"Home Encoder Offsets",93,163,1578
"Encoder CntPerMM",96,32,393.7
"Channel Settings","X Offset","Y Offset","Z Offset","K2 Coef","K1 Coef","K0 Coef"
"  Ch0 Sonar",0,45,-1149,"N/A for Sonar"
"  Ch1 Massa",-100,45,-700,0,912,109
"  Ch2 NotUsed",-122.5,0,0,0,50,500
"  Ch3 NotUsed",-350,-95,-384,0,1,0
"Flume X Rail Slope(%)",0,,,,"Note: X and Zs are reported relative rails.  If rail slope is not zero, X and Z may need to be post-processed to put in desired coordinate frame."
"Keyence Angle/PivotOffset",0,0,,,Keyence not tiltable
"DAQ Speeds XYZ (mm/sec)",176.25,250,100
"Accel Rates XYZ (mm/sec/sec)",250,250,100

"SICK Scan Parameters:"
"SICK_PRMS_VERSION","1.2"
"CameraFacing",0,"UpStream"
"RiverRightZero",#FALSE#
"LUTname","C:\NCED\Speed and Parameter Files\SICK Settings\LUTs\DeltaBasin (InAir)_scl 001102_yoff-0556.9_zoff 0000.0_LUT.RAW"

"XY positions are of center line of laser sheet."
"Offsets to Sonar Transducer are (XYZ)",-350,-140,-765
"ProfilesPerBuff",32
"TotalBuffers",124
"EncCyclesPerMM","24"
"mmPerProfile",1
"FirstProfileMM",25
"LastProfileMM",3992
"ScnCenterLine",1800
"SwathWidthMM",700
"SwathsInScan",6

"SICK Exposure Settings:"
"ExpoTime",2500
"CycleTime_uS",0
"Gain",4
"Threshold",50
"LaserPower","5"

"Column Headers",1,"Number of header rows before data begins"
"Entry #","Scan_uS","CamX","CamY","CamZ","SNR SedZ","CH1 Return","CH2 Return","CH3 Return"
1,30277,25.02,1799.91,1192.99,0,0,0,0
2,54692,26.02,1799.91,1192.99,0,0,0,0
3,76178,27.04,1799.91,1192.99,0,0,0,0
4,94734,28.01,1799.91,1192.99,0,0,0,0
5,113286,29.06,1799.91,1192.99,0,0,0,0
6,128911,30,1799.91,1192.99,0,0,0,0
7,144544,31.04,1799.91,1192.99,0,0,0,0
8,159189,32.04,1799.91,1192.99,0,0,0,0
9,172865,33.03,1799.91,1192.99,0,0,0,0
10,186539,34.05,1799.91,1192.99,0,0,0,0
11,199229,35.05,1799.91,1192.99,0,0,0,0
12,210949,36.01,1799.91,1192.99,0,0,0,0
13,222674,37.01,1799.91,1192.99,0,0,0,0
14,234394,38.04,1799.91,1192.99,0,0,0,0
15,245133,39.01,1799.91,1192.99,0,0,0,0
16,255877,40.02,1799.91,1192.99,0,0,0,0
17,266623,41.04,1799.91,1192.99,0,0,0,0
18,276390,42.01,1799.91,1192.99,0,0,0,0
19,287127,43.09,1799.91,1192.99,0,0,0,0
20,296900,44.1,1799.91,1192.99,0,0,0,0
21,305683,45.02,1799.91,1192.99,0,0,0,0
22,315451,46.07,1799.91,1192.99,0,0,0,0
23,324245,47.04,1799.91,1192.99,0,0,0,0
24,333062,48.03,1799.91,1192.99,0,0,0,0
25,341819,49.04,1799.91,1192.99,0,0,0,0
26,350615,50.07,1799.91,1192.99,0,0,0,0
27,359814,51.17,1799.91,1192.99,0,0,0,0
28,367213,52.07,1799.91,1192.99,0,0,0,0
29,375026,53.03,1799.91,1192.99,0,0,0,0
30,382847,54.01,1799.91,1192.99,0,0,0,0
31,390656,55.01,1799.91,1192.99,0,0,0,0
32,398469,56.02,1799.91,1192.99,0,0,0,0
33,406284,57.04,1799.91,1192.99,0,0,0,0
34,414100,58.08,1799.91,1192.99,0,0,0,0
35,421904,59.14,1799.91,1192.99,0,0,0,0
36,428745,60.07,1799.91,1192.99,0,0,0,0
37,435576,61.02,1799.91,1192.99,0,0,0,0
38,443390,62.11,1799.91,1192.99,0,0,0,0
39,450202,63.08,1799.91,1192.99,0,0,0,0
40,457062,64.06,1799.91,1192.99,0,0,0,0
41,463899,65.05,1799.91,1192.99,0,0,0,0
42,470741,66.06,1799.91,1192.99,0,0,0,0
43,477571,67.07,1799.91,1192.99,0,0,0,0
44,484413,68.1,1799.91,1192.99,0,0,0,0
45,490273,69,1799.91,1192.99,0,0,0,0
46,497138,70.05,1799.91,1192.99,0,0,0,0
47,503946,71.11,1799.91,1192.99,0,0,0,0
48,509802,72.03,1799.91,1192.99,0,0,0,0
49,516642,73.11,1799.91,1192.99,0,0,0,0
50,522504,74.05,1799.91,1192.99,0,0,0,0
51,528365,75.01,1799.91,1192.99,0,0,0,0
52,535196,76.12,1799.91,1192.99,0,0,0,0
53,541054,77.09,1799.91,1192.99,0,0,0,0
54,546918,78.06,1799.91,1192.99,0,0,0,0
55,552778,79.05,1799.91,1192.99,0,0,0,0
56,558638,80.04,1799.91,1192.99,0,0,0,0
57,564497,81.05,1799.91,1192.99,0,0,0,0
58,570361,82.05,1799.91,1192.99,0,0,0,0
59,576218,83.07,1799.91,1192.99,0,0,0,0
60,582077,84.1,1799.91,1192.99,0,0,0,0
61,588914,85.3,1799.91,1192.99,0,0,0,0
62,592820,86,1799.91,1192.99,0,0,0,0
63,598680,87.03,1799.91,1192.99,0,0,0,0
64,604543,88.06,1799.91,1192.99,0,0,0,0
65,610400,89.09,1799.91,1192.99,0,0,0,0
66,615741,90.03,1799.91,1192.99,0,0,0,0
67,622120,91.16,1799.91,1192.99,0,0,0,0
68,626998,92.02,1799.91,1192.99,0,0,0,0
69,632863,93.05,1799.91,1192.99,0,0,0,0
70,638722,94.09,1799.91,1192.99,0,0,0,0
71,644582,95.12,1799.91,1192.99,0,0,0,0
72,650443,96.16,1799.91,1192.99,0,0,0,0
73,655323,97.02,1799.91,1192.99,0,0,0,0
74,661212,98.05,1799.91,1192.99,0,0,0,0
75,667453,99.16,1799.91,1192.99,0,0,0,0
76,672938,100.12,1799.91,1192.99,0,0,0,0
77,678766,101.15,1799.91,1192.99,0,0,0,0
78,683643,102.01,1799.91,1192.99,0,0,0,0
79,689502,103.04,1799.91,1192.99,0,0,0,0
80,695363,104.06,1799.91,1192.99,0,0,0,0
81,701225,105.09,1799.91,1192.99,0,0,0,0
82,707082,106.14,1799.91,1192.99,0,0,0,0
83,713921,107.33,1799.91,1192.99,0,0,0,0
84,717825,108.02,1799.91,1192.99,0,0,0,0
85,723685,109.05,1799.91,1192.99,0,0,0,0
86,729548,110.08,1799.91,1192.99,0,0,0,0
87,735405,111.11,1799.91,1192.99,0,0,0,0
88,741269,112.15,1799.91,1192.99,0,0,0,0
89,746153,113.01,1799.91,1192.99,0,0,0,0
90,752013,114.04,1799.91,1192.99,0,0,0,0
91,757867,115.07,1799.91,1192.99,0,0,0,0
92,763727,116.1,1799.91,1192.99,0,0,0,0
93,769587,117.15,1799.91,1192.99,0,0,0,0
94,774476,118,1799.91,1192.99,0,0,0,0
95,780335,119.04,1799.91,1192.99,0,0,0,0
96,786195,120.07,1799.91,1192.99,0,0,0,0
97,792056,121.1,1799.91,1192.99,0,0,0,0
98,797911,122.15,1799.91,1192.99,0,0,0,0
99,802797,123,1799.91,1192.99,0,0,0,0
100,808659,124.03,1799.91,1192.99,0,0,0,0
101,814518,125.07,1799.91,1192.99,0,0,0,0
102,820377,126.1,1799.91,1192.99,0,0,0,0
103,826233,127.14,1799.91,1192.99,0,0,0,0
104,832100,128.17,1799.91,1192.99,0,0,0,0
105,837010,129.03,1799.91,1192.99,0,0,0,0
106,842842,130.06,1799.91,1192.99,0,0,0,0
107,848734,131.09,1799.91,1192.99,0,0,0,0
108,854562,132.12,1799.91,1192.99,0,0,0,0
109,859867,133.05,1799.91,1192.99,0,0,0,0
110,865298,134.01,1799.91,1192.99,0,0,0,0
111,871161,135.04,1799.91,1192.99,0,0,0,0
112,877813,136.22,1799.91,1192.99,0,0,0,0
113,882883,137.11,1799.91,1192.99,0,0,0,0
114,888743,138.15,1799.91,1192.99,0,0,0,0
115,893620,139,1799.91,1192.99,0,0,0,0
116,899480,140.03,1799.91,1192.99,0,0,0,0
117,905341,141.06,1799.91,1192.99,0,0,0,0
118,911199,142.1,1799.91,1192.99,0,0,0,0
119,917060,143.14,1799.91,1192.99,0,0,0,0
120,921943,144,1799.91,1192.99,0,0,0,0
121,927803,145.03,1799.91,1192.99,0,0,0,0
122,933662,146.06,1799.91,1192.99,0,0,0,0
123,939522,147.09,1799.91,1192.98,0,0,0,0
124,945382,148.12,1799.91,1192.97,0,0,0,0
125,951244,149.17,1799.91,1192.95,0,0,0,0
126,956130,150.02,1799.91,1192.94,0,0,0,0
127,961990,151.05,1799.91,1192.93,0,0,0,0
128,967845,152.09,1799.91,1192.9,0,0,0,0
129,973707,153.11,1799.91,1192.88,0,0,0,0
130,979565,154.16,1799.91,1192.84,0,0,0,0
131,984453,155.01,1799.91,1192.82,0,0,0,0
132,990312,156.05,1799.91,1192.78,0,0,0,0
133,996172,157.07,1799.91,1192.74,0,0,0,0
134,1002033,158.11,1799.91,1192.71,0,0,0,0
135,1007887,159.14,1799.91,1192.67,0,0,0,0
136,1012812,160.01,1799.91,1192.62,0,0,0,0
137,1018637,161.03,1799.91,1192.56,0,0,0,0
138,1024528,162.07,1799.91,1192.51,0,0,0,0
139,1030362,163.09,1799.91,1192.46,0,0,0,0
140,1036248,164.14,1799.91,1192.39,0,0,0,0
141,1042081,165.16,1799.91,1192.33,0,0,0,0
142,1046959,166.02,1799.91,1192.27,0,0,0,0
143,1052818,167.05,1799.91,1192.2,0,0,0,0
144,1058677,168.08,1799.91,1192.13,0,0,0,0
145,1064537,169.11,1799.91,1192.05,0,0,0,0
146,1070400,170.16,1799.91,1191.96,0,0,0,0
147,1075275,171.01,1799.91,1191.9,0,0,0,0
148,1081135,172.04,1799.91,1191.81,0,0,0,0
149,1086996,173.08,1799.94,1191.72,0,0,0,0
150,1092863,174.11,1799.91,1191.62,0,0,0,0
151,1098721,175.15,1799.91,1191.52,0,0,0,0
152,1103599,176.01,1799.91,1191.44,0,0,0,0
153,1109461,177.04,1799.91,1191.34,0,0,0,0
154,1115318,178.07,1799.91,1191.23,0,0,0,0
